product_name,product_description,product_domain
Eggoz,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,Food & Beverages
Fabriclore,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",Apparel & Fashion
Veefin,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",Information Technology & Services
Verandah,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,Apparel & Fashion
Karkinos Healthcare,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",Hospital & Health Care
OWO Technologies,An ecommerce startup offering online beverages and packaged drinking water,Food & Beverages
EsportsXO,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,Mobile Games
The Gourmet Jar,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",Food & Beverages
Zorgers,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,Hospital & Health Care
BangDB,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,Computer Software
Neobank Jupiter,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,Banking
Skippi Ice Pops,India's First Icepops Brand,Food Production
Glii,India’s finest dating companionship application,Dating
GlobalBees,Globalbees partners with entrepreneurs who have built an online-first business.,E-commerce
Mamaearth,Baby and mother care brand,Health
Mamaearth,Baby and mother care brand,Wellness & Fitness
SecureNow,SecureNow is an award winning tech-enabled insurance intermediary.,Insurance
Vendor Infra,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",Construction
Hakuna Matata,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,Information Technology & Services
OneCard,"India's finest and smartest metal credit card, reimagined for the mobile generation.",Financial Services
Doubtnut,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",EdTech
Hubhopper,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",Podcast
Infra.Market,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,Construction
Comofi Medtech,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",HeathTech
Battery Smart,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,Battery
Kutuki,Kutuki is a learning platform focused on children between the ages of three and seven.,EdTech
Onelife,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",Healthcare
Eupheus,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,EdTech
KreditBee,KreditBee is an Instant Personal Loan Platform for Young Professionals.,FinTech
Pencil,Pencil is a content publishing platform that enables writers to publish their work for free.,Content publishing
Aisle,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,Dating
Marquee Equity,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,FinTech
UptimeAI,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",AI startup
WizKlub,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,EdTech
Zolve,Zolve Innovations operates as a neo-banking startup.,FinTech
MediBuddy,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",EdTech
Pariksha,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.",EdTech
Express Stores,Express Stores is a retail and omnichannel startup company,E-commerce
Avataar Ventures,Avataar Venture Partners is a growth Capital Investment Firm.,FinTech
Zingbus,Zingbus is an emerging brand in the intercity bus services.,Transportation
Phable,Mobile App for Patients and Doctors,HealthTech
Codingal,Coding education platform for K-12 students,EdTech
Supply6,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,Helathcare
Swajal,Swajal uses clean solar energy to purify drinking water at an affordable rate.,Water purification
BharatPe,BharatPe develops a QR code-based payment app for offline retailers and businesses.,FinTech
Filo,Instant learning platform for students while self study.,EdTech
Method & Madness,Method & Madness Technology operates as a real-estate tech company.,Real Estate
EduFund,Changing the way Indians evaluate and plan higher education,FinTech
Pepperfry,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,E-commerce
Zingavita,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",HealthTech
Hypd Store,"A shop worthy content platform, personalized!",Content commerce
VerSe Innovation,Owner of Dailyhunt App and I-Pay,Innovation Management
Supersourcing,Build your next app or website with our exclusive network of certified IT companies.,Software company
AutomataPi,AutomataPi is a next generation cognitive business process automation engine.,Automation
Newton School,Newton School is a platform to learn and develop skills that you need for your best Tech career.,EdTech
TenderCuts,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",Food Industry
Siply,Siply Services operates as a micro-savings platform.,FinTech
SarvaGram,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,FinTech
Unlu,Personalised Video Shoutout from top celebrities,Celebrity Engagement
GlobalFair,One-stop solution for all your procurement needs,Trading platform
Eduvanz,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",FinTech
OwO,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",E-commerce
Progcap,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,FinTech
ABL Workspaces,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,Hospitality
Nazara Technologies,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Gaming
Scentials,Scentials is building a unique beauty brands studio platform,Personal Care
SplashLearn,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,EdTech
Maya,Maya enables women to keep track of their health via a mobile application.,HealthTech
GoTo,Real Time Intercity City Transit Platform For 1.25 Bn People In India,Transportation
MediBuddy,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,HealthTech
Zetwerk,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,E-commerce
Remedico,Remedico is a Mobile healthcare,Healthcare
PrepBytes,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,EdTech
SATYA MicroCapital,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,FinTech
YourPhysio,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,HealthTech
Aviom Housing Finance,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,FinTech
Hemp Horizons,Cannabis and Hemp company,Cannabis startup
MPL,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,Gaming
Koo,Koo App operates as a microblogging app.,Blogging
InnerHour,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,Healthcare
Origo,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.",AgriTech
ExMyB,ExMyB provides financial service and consulting services.,Consulting
Elucidata,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,BioTechnology
Saveo,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,HealthTech
Qin1,Re-imagining Kids of 21st Century!,EdTech
DotPe,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.",FinTech
Taskmo,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,B2B Marketplace
MasterMentors,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,EdTech
KIKO TV,KIKO TV is an AI-based short live video e-commerce platform.,E-commerce
Quali55Care,Deliver highly durable & affordable medical equipments on rental and sale.,Health care
Ruptok,Ruptok operates as a fintech platform for gold loans,FinTech
RevFin,RevFin is a digital lending company.,FinTech
SeeVC,Leverages artificial intelligence (AI) to build products for the education sector,Tech Startup
Junio,Junio is a kids-focused digital pocket money-smart card.,EdTech
VenWiz,Digitising the interactions between core industry and vendors for engineering services,B2B service
Vista Rooms,"Vista Rooms is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""",Hospitality
Makers Hive,"Makers Hive has made it possible to bring the people with amputations together by developing a fully functional, customizable",Tech Startup
Headfone,Headfone helps create and share the audio content with listeners.,Social audio
Zouk,100% Vegan bags from India.,Fashion and lifestyle
MPL,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,Gaming
GrowFix,Building high-yield Debt assets for retail investors,FinTech
Bombay Shaving Company,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",Fashion and lifestyle
Dunzo,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,Delivery service
BeyondSkool,BeyondSkool is a live upskilling platform for kids,EdTech
Mindler,Mindler is a career counseling company that provides career development guidance counseling services for students.,EdTech
Fashinza,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,B2B Manufacturing
BharatPe,BharatPe develops a QR code-based payment app for offline retailers and businesses.,FinTech
Turnip,Turnip is a live game streaming and community platform.,Gaming
Furlenco,Furlenco is a subscription-based furniture rental platform that allows users to rent furniture on a monthly basis.,Home Decor
Inficold,Provide uninterrupted and affordable cooling for refrigeration,Solar
KIWI,"A peer to peer support network, which would enable billions of users across the world",TaaS startup
Digit Insurance,Digit Insurance is a financial services company that general insurance services.,FinTech
BharatPe,BharatPe develops a QR code-based payment app for offline retailers and businesses.,FinTech
MFine,Mfine is an health-tech startup that offers an AI-powered online doctor consultation app.,Health care
Udayy,Interactive learning platform for kids,EdTech
Lohum,Lohum manufactures lithium-ion battery packs and recovers critical battery materials from used lithium-ion batteries through recycling.,EV startup
Darwinbox,Darwinbox is an end-to-end enterprise HR software that enables enterprises to automate entire employee lifecycle in one HR platform.,HR Tech
DeHaat,DeHaat connects farmers to suppliers and buyers on a single platform.,AgriTech
Samunnati,Samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non-financial solutions.,AgriTech
Biconomy,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.,Blockchain startup
True Elements,"Committed to improving the quality of life, True Elements provides food that is packed with the goodness of nature!",Food and Beverages
Siply,Siply Services operates as a micro-savings platform.,FinTech
Nao Spirits & Beverages Pvt Ltd,India's first Craft Gin company,Beverages
PurpleTutor,PurpleTutor is the only coding platform that mandates every teacher to have a formal Computer Science degree,EdTech
Karkhana.io,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.,Manufacturing startup
SSA Finserv,Small businesses-focused non-banking lender,FinTech
CoinSwitch Kuber,Coinswitch.co is a cryptocurrency exchange aggregator platform.,Cryptocurrency
Paperfly,Paperfly is an e-commerce fulfillment and nationwide delivery solution in Bangladesh,E-commerce
Infra.Market,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,E-commerce
ReadyAssist,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.",Vehicle repair startup
Chalo,Chalo is a free app that tracks buses live and tells you what time your bus will reach your stop.,IT
Unacademy,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,EdTech
Ergos,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.,AgriTech
Bolkar,Bolkar App is an Audio Based Q&A platform for the Next Billion Users.,Social network
Wright Research,Quantitative Investment Management and Research,Advisory firm
Knocksense,Knocksense which owns and operates an eponymous digital content platform.,Media
Pariksha,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India",EdTech
Toothsi,ToothSi is a new age startup in the dental space providing smile correction services at home.,Healthcare
Jumbotail,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",Food and Beverages
Phi Commerce,"Payments Facilitator, Payments solution provider etc.",FinTech
Zupee,Zupee is a skill-based gaming app that enables its users to play against each-other live,Gaming
Oneiric Gaming,Oneiric Gaming connects to fellow dreamers around the globe over cult favorite games like Bluff and Cricket.,Gaming
Finsall,Finsall provides Insurance Premium Financing,Insuretech
Legalwiz.in,"LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals.",Legaltech
Practically,"Making Learning personal, immersive and experiental",EdTech
Cred,CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.,FinTech
Devic Earth,"State-of-the-art air pollution control equipment to improve air quality across buildings, industries, and cities.",Pollution control equiptment
Zerone,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC.",FinTech
boAt,boAt is a lifestyle brand that deals in fashionable consumer electronics.,Fashion & Lifestyle
Pocket Aces,Pocket Aces is a digital entertainment company focused on mobile video.,Media
Kyt,"An online-first, global academy for extracurricular learning | Private & small group online classes for kids",EdTech
iMumz,"iMumz empowers pregnant mothers to deliver healthy, happy, and intelligent babies through a positive lifestyle.",Healthcare
BharatPe,BharatPe develops a QR code-based payment app for offline retailers and businesses.,FinTech
CropIn,CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.,AgriTech
Udaan,"Udaan is a B2B trade platform that brings manufacturers, traders, retailers, and wholesalers into a single platform",E-commerce
Vanity Wagon,"Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care.",Cosmetics
Oyo,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Hospitality
Agri10x,Agri10x integrates the entire Agri value-chain through a digital cooperative platform by harnessing emerging technologies,AgriTech
BlackSoil,Blacksoil Advisory is an independent boutique advisory firm.,FinTech
HobSpace,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.,EdTech
DcodeAI,EMPOWER LEARNERS TO BE FUTURE READY USING AI,EdTech
Biocon Biologics,"Biocon is a fully integrated pure play biosimilars organization, globally engaged in developing high quality affordable biosimilars.",BioTechnology
KiranaKart,A better model for instant grocery delivery in India.,E-commerce
Meddo,Meddo is an end-to-end medical services provider,Healthcare
SP Robotic Works,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,EdTech
3SC,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,Logistics
Chai Waale,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.",Food & Beverages
Minimalist,Affordable skincare for all,Cosmetics
Biconomy,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,Blockchain
Fixcraft,India's Most Trusted Automotive Repair Brand,Automotive
Slice,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",Financial Services
90+ My Tuition App,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,EdTech
Wasabi,Help small businesses grow their sales via our customer interaction and growth platform.,Consulting
Strata,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,Real Estate
Ourbetterplanet,A curated online marketplace for all things sustainable!,E-commerce
Murf.ai,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.",SaaS startup
JetSynthesys,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",Media
MYFITNESS,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.",Fitness
I am Love,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Healthcare
MyGlamm,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,D2C
Gumlet,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,IT
Eloelo,Creator-led Social Gaming & Live Streaming Platform,Gaming
Edukemy,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.",EdTech
Zingbus,Zingbus is a renowned brand in the bus operating industry.,Mobility
NewsReach,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,Media
Pencilton,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.",FinTech
Bandhoo,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers",IT
ixigo,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!",IT
The Whole Truth,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Food & Beverages
Insane AI,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,Fitness
Learn4o Technology,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",E-learning
Droom,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",Automobile
Skymet,Provide services that allow clients to understand and organize themselves around changing environment.,Environmental Services
Go Swift,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,Consumer Services
Mamaearth,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,Healthcare
G.O.A.T,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,D2C
Keeros,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.",Food & Beverages
ReDesyn,"Merchandise drop-shipping platform for influencers, designers, creators & brands.",Merchandise
Inspacco,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services",Facilities Services
Knorish,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities",EdTech
Dozee,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.",Healthcare
BlackBuck,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,Logistics & Supply Chain
Mailmodo,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,Marketing & Advertising
SuperBeings,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.",Computer software
NirogStreet,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,Healthcare
Hyreo,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,Human Resources
GODI Energy,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,Automotive
Even,One monthly subscription to cover all your healthcare needs.,Healthcare
Captain Fresh,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Logistics
Otipy,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,Food & Beverages
Lenskart,India's fastest growing eyewear company and largest eyewear company online.,Eyewear
Eka.care,A digitally enabled and connected healthcare ecosystem for better health outcomes.,Healthcare
Braingroom,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.",EdTech
Edvizo,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",Consumer Services
Credenc,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,FinTech
GlobalBees,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,D2C Business
Spinny,Spinny is a new age used car end-to-end platform in India.,Automotive
Mynvax,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,Biotechnology
RiseBird,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,Human Resources
Uvi Health,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,Healthcare
Vegrow,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,Farming
Automovill,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.",Automotive
NFTically,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",NFT Marketplace
HealthifyMe,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,Healthcare
GalaxyCard,GalaxyCard is a mobile based Instant Credit Card.,FinTech
Bella Vita Organic,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Healthcare
SmartCoin,India's Most Preferred Instant Loan App,FinTech
CareerNinja,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",EdTech
MYSUN,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",Solar
Sea6 Energy,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.",Biotechnology
Beco,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.",Consumer Goods
OneCode,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services",Internet
MedPay,MedPay® is building the real-time claims adjudication platform for health insurers.,Information Technology
Inshorts,Built Inshorts with a promise to deliver news,Internet
Digantara,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage",SpaceTech
Aqgromalin,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,AgriTech
Square Yards,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,Real Estate
OYO,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,Hospitality
Slang Labs,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,Computer software
NirogGyan,"Simplifying Diagnostics for labs, doctors, and people.",Healthcare
Ola Electric,Ola Electric - The future of mobility is here.  Charging ahead to accelerate the world’s transition to sustainable mobility.,Automotive
Bikry app,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",Consumer software
Oliveboard,Oliveboard is the top exam preparation platform for Banking & Government Exams.,EdTech
Little Leap,Soft Skills that make Smart Leaders,EdTech
Trell,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,Social commerce
Kredent,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,EdTech
EasyAspataal,India’s First Digital Admission Desk for Hospitalisation.,Healthcare
SMOOR,Instigate your sixth sense with our new range of chocolates.,Food & Beverages
Pankhuri,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",Social community
Arcana,Arcana is the Storage Layer of Ethereum.,Information Technology
AdmitKard,A tech solution for end to end career advisory to students looking to study abroad.,EdTech
UrbanKisaan,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,Food & Beverages
Aquaconnect,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,Fishery
Vah Vah!,A mission to educate India and make its young and dynamic population job ready.,EdTech
LetsDressUp,Building India's version of Stitch Fix,Apparel & Fashion
Sapio Analytics,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,Computer software
BHyve,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,Human Resources
Indi Energy,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",Renewables & Environment
The Ayurveda Co,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,Consumer Goods
Pratilipi,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",Online storytelling
Ati Motors,Autonomous industrial vehicle maker,Automotive
peAR,An AR / VR tech based Start-up in Mumbai.,Deeptech
Gourmet Garden,"100% contamination free, pesticide free naturoponically grown vegetables.",Farming
The Sleep Company,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,Consumer Goods
TyrePlex,Tyreplex is digitizing the tyre dealers in India.,B2B E-commerce
ION Energy,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,Automotive
Digit Insurance,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",Insuretech
FRAAZO,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,Food & Beverages
Licious,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",Food & Beverages
WinZO,WinZO is the largest social gaming and entertainment platform in India.,Gaming
Furlenco,Furlenco is a different furniture company.,Consumer Goods
Skylark Drones,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",Aviation
Leegality,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",IT company
Arcatron Mobility,Mission is to advance global standards of assisted living and make it dignified and safer.,Healthcare
TWID,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",FinTech
PeakPerformer,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.",EdTech
MyMobiForce,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",Internet
Pine Labs,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Information Technology
Genworks Health,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,Healthcare
Pocketly,"Pocketly provides quick cash on hand, anytime - anywhere!",FinTech
Neverinstall,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,Information Technology
CoRover,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,Information Technology
BeatO,ULTIMATE app to manage chronic conditions.,Healthcare
Earth Rhythm,A mission to make customers healthier and Earth a little greener.,Cosmetics
Fountain9,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",Computer software
Rockclimber,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,Food & Beverages
SpEd@home,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",EdTech
CanPe,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",Computer software
Green Soul,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,Consumer Goods
Shiprocket,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,Logistics
DealShare,The next generation disruptive (social) e-commerce product for the masses.,Retail
Teachmint,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,EdTech
Vahak,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,Transportation
goSTOPS,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,Hospitality
Codedamn,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,Computer software
Biocraft Innovation Technology,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,Environmental service
Powerplay,Powerplay helps simplify end to end Construction and Architecture project management.,Construction
Accio Robotics,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,Industrial Automation
Delhivery,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",Logistics
Avishkaar,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,EdTech
Jobsgaar,India's first District level/ Hyper Local Job discovery platform,Job discovery platform
Almo,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,D2C Fashion
Breathe Well-being,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,HealthCare
GalaxEye,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,SpaceTech
Good Health Clinic,Full Stack Digital Health Clinic,HealthCare
Urban Company,Urban Company is an India-based company providing a marketplace for freelance labor.,Home services
MYBYK,MYBYK is an app that provides premium bicycle sharing and rental service.,Rental
Locus,Locus is an intelligent decision-making and automation platform for logistics.,Logistics
