product_name,product_description,product_domain
Flipkart,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,E-commerce
Vivriti Capital,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,FinTech
InsuranceDekho,The funding for branding and marketing activities as well as strengthening the product and technology teams,FinTech
BestDoc,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,HealthCare
Byju’s,An Indian educational technology and online tutoring firm,EdTech
Melorra,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,Jewellery startup
Reliance,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",Multinational conglomerate company
Inflexor Ventures,Experienced Venture Capital-General Partner focused on Technology investments.,FinTech
Pandorum,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,Deeptech startup
SpeakIn,"AI-enabled network of speakers and thought leaders, aka. experts",Social Network
LetsUp,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",Publication
Newsreach,NewsReach India offers partner publications a digital footprint,Publication
Dream11,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,Entertainment
SignalX,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",SaaS platform
JetSynthesys,Gaming and entertainment startup,Tech
Vesta Space Technology,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,Tech Startup
Dozee,Dozee offers health and wellness monitoring products.,HealthTech
Rebel Foods,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",Food
Nykaa,Cosmetics & beauty products online,Fashion
Ketto,"Crowdfunding, Charity, E-commerce",Finance
Suryoday,Banks that extends two distinct fixed deposit schemes,Finance
SucSEED,Venture Partners,Finance
Unacademy,Unacademy is an Indian online education technology company,EdTech
Strata,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",Real Estate
3one4 Capital,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,Venture capital
WE-Hub,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,Entreprenurship
Zomato,Get online food delivery from restaurants near you,Food devlivery
Vicara,A deep tech startup pioneering in motion-based interfaces and insights.,Tech Startup
Gaana,Gaana is a commercial music streaming service providing free and licensed music.,Entertainment
EM3 Agri,A pioneering organization in the farming-as-a service (FaaS) space,AgriTech
Plum,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",Cosmetics
Odwen,India's first do-it-yourself warehouse management system.,Warehouse
Fasal,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,AgriTech
Trukky,"Transportation, logistics services & cargo services.",Logistics
BankBazaar,Check your latest Credit Score and get your Credit Report online in India for Free,Online financial service
Specsmakers,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",Eyeglasses
Grinntech,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability",Battery design
CreditMantri,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,Online credit management startup
Chai Waale,Given the rising trend in the number of tea stalls in the city,Beverage
Deepsync,"Deepsync is a revolutionary way to record your content, without you really speaking.",Tech Startup
Byju’s,An Indian educational technology and online tutoring firm,EdTech
ConnectedH,The company’s vision is simple – Connected Healthcare.,HealthCare
Reliance Retail,"Retailer delivering superior value to its customers, suppliers and shareholders.",E-commerce
QShala,A platform that helps kids learn about life skills,EdTech
Pitstop,"Pitstop owns and operates a network of garages that provides car repair, detailing",Car Service
Zomato,Get online food delivery from restaurants near you,Food devlivery
Customfit ai,Operates on a SaaS model by providing a hyper-personalised website to users.,SaaS startup
Nirmata,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,Tech
Hire Me Car,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,TravelTech
Oga Fit,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Fitness startup
ShipsKart,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",E-commerce
SquadStack,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.",Tech company
Financepeer,Financepeer is an AI based peer to peer lending platform.,EdTech
Cashify,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,E-commerce
Etrio,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",EV startup
Codeyoung,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,EdTech
StayQrious,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",EdTech
Sunstone Eduversity,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,EdTech
Infilect,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,SaaS startup
MobiGarage,An ecommerce platform for refurbished electronics.,E-commerce
Samunnati,Samunnati is a financial service provider focused on agri value chains.,Agriculture
WeInnovate Biosolutions,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,Startup laboratory
Yummy Corp,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",Food Industry
Smallcase,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,FinTech
Clairvolex,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,Tech Startup
Assiduus,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",E-commerce
Brinton,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,HealthTech
AFK Gaming,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,Entertainment
Infarm,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,AgriTech
Zuper,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,SaaS startup
mCaffeine,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",Personal care startup
Origa,The charioteer of your growth at all times.,FinTech
GullyBuy Software,To deliver a solution that will provide shopping convenience to every consumer in India,Tech Startup
Recordent,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,FinTech
MPL,Mobile Premier League is the mobile e-Sports platform based in India.,Entertainment
Penny,Offer various development solutions and mainly focus on helping startups,SaaS startup
Onsitego,Onsitego is a customer service company for device and appliance repairs.,Customer service company
Precily,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,SaaS  startup
SmartClean,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,Tech Startup
ClanConnect,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented",Marketing startup
Servify,Servify is a self-learning platform that provides device management services and warranty solutions.,Service industry
ShareChat,ShareChat is a social networking and regional content platform.,Social media
Rephrase.ai,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,AI
Melorra,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace",Jewellery
FabHotels,FabHotels is a network of 3 star budget hotels in India,Hospitality
EkAnek,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,Tech Startup
Cub McPaws,Cub McPaws is a kids clothing brand.,AR startup
Zimyo,Employee experience platform that empowers organizations to manage and retain great talent!,HR Tech startup
PumPumPum,Pumpumpum is a car rental company,Automotive Startup
Burgerama,Burgerama is a unit of Junket Foods Private Limited,Food Startup
Moms Co,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,HealthCare
DillyHub,A service that promotes and facilitates the works of independent comic artists,Publication
FPL Technologies,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,FinTech
FITTR,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,Fitness startup
Illumnus,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",EdTech Startup
CashKaro,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,E-commerce
Newton School,Newton School is a platform to learn and develop skills,EdTech Startup
Airmeet,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge",Tech Startup
Observe ai,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.",Tech
InCred,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",Finance
Toppr,Toppr is an Indian educational technology and online tutoring firm,EdTech
CarTrade,Buy and Sell Used Cars,Car Trade
LEAD School,Offers a high-end digital classroom system focused on enhancing the learning experience,EdtTech
Servify,"Enables top OEMs & ODMs in device distribution, sales, warranty",Manufacturing
Lido Learning,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ‍",EdTech
Apna.co,Can find all types of jobs from entry level to experienced people in over 60+ categories.,Job portal
Quintype Technologies,"Building a suite of digital publishing solutions to simplify content creation, distribution",Tech
Dunzo,Order online and get free delivery from your nearby restaurants,Tech
Entropik,Gain insights into human emotions with AI-powered platform affect lab.,AI Platform
Livspace,Interior design marketplace that connects interior designers,Home Design
Ultraviolette Automotive,Industries Automotive Electric Vehicle Energy Energy Storage,Automation
WinZO,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,Gaming
SenseHawk,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,Solar SaaS
Railofy,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,WL & RAC protection
Eloelo,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.",Social commerce
Aibono,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,AgriTech
BuildPan,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.",SaaS startup
Homelane,Explore 1000's of fully customizable home interior designs.,Home interior services
MyGlamm,Buy Makeup kit & Cosmetics Products from international makeup brand,Fashion
Aviom,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,Finance
Flinto,Flintobox is an India-based company that produces educational activity boxes for children,EdTech Startup
WayCool,WayCool is a social enterprise positively impacting the lives of India's farmers,Agritech startup
YAP,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,API platform
Big Bang Boom Solutions,It aims to co-create intellectual property that can reside within the borders of the country.,Deep Tech
GUVI,Operates vernacular-language based education tech startup,EdTech Startup
BluSmart,"BluSmart, an all-electric ride-hailing platform",Electricity
Cell Propulsion,Designs and develops electric power drives and autonomous electric mobility solutions,Automotive company
MPL,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,Entertainment
Spoonshot,A food science company using AI to predict consumer taste and food trends,FMCG
Pulse,Helps people navigate through and profit off financial markets,FinTech
Groww,Leading Investment and Trading Platform,FinTech
i3 Systems,Transforming India's health insurance industry with its digital solutions and AI products for automation,Insurance Tech
SOAL,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders",EdTech
OckyPocky,Ockypocky helps kids in learning spoken english,EdTech
Hippo Video,Helps enterprise businesses achieve their marketing and sales goals through seamless video,Video personalization
Hasura,"Builds developer tooling products, including open source tools, backend",Software Company
Qapita,Qapita provides digital equity management tools for private companies and startups.,FinTech
Sunday,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,FinTech
Gamezop,A multi-game platform,Gaming
Phool.co,They use flowers from temples across India's and create useful products such as rose incense cone,Biomaterial startup
Chiratae Ventures,A leading tech venture capital fund focused on enabling entrepreneurs in India.,Venture capital
MedLife,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",Health
IDfy,IDfy provides risk and fraud solutions,IT
True Balance,Earn money by meeting financial needs of your friends and neighbors.,Finance
Bira91,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,Craft Beer
Max wholesale,MaxWholesale is an online distributor that provides authentic FMCG goods,E-commerce
Craftsvilla,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories",E-commerce
MechMocha,India's first vernacular social gaming platform,Entertainment
Mindhouse,A gym to train your mind offering workouts and programmes,Healthtech
DeepSync,"A revolutionary way to record your content, without you really speaking",AI startup
Eruditus,Bring world-class business and professional education to a global audience,Education
Gradeup,"India's largest exam preparation destination,",Education
Tracxn,Tracxn is the research partner for Venture Capitalist,Investment
Purple Style Labs,Shopping experience and foster the growth of Indian brands and designers.,Fashion
ProPhysio,The largest provider of physiotherapy and rehabilitation services,Health
Flickstree,World's largest video publisher,Tech
Settl,Get affordable AC bus-rides everyday,TravelTech
Fanspole,India's only social fantasy gaming platform,Entertainment
Sarva,A wellness ecosystem built on the authentic foundations of Yoga,Healthcare
Univ.ai,"A distributed, global educational powerhouse that draws on technology",EdTech
PurohitJi,App for Hindu Puja Products & Services,Linguistic Spiritual
CredoLab,AI credit scoring platform,Tech
Brick&Bolt,"A construction company doing house construction, building construction, commercial construction",Construction
Grinntech,Leading on all fronts of battery design,Battery manufacturer
6Degree,India's leading fashion business platform,Fashion
Exprs,"Nano Distribution Centres, enabling seamless connectivity of businesses & Consumers.",Nano Distribution Network
Bikayi,Provides free whatsapp integrated E-Commerce Store,E-commerce
Virtual Forest,Tracking seasonal change in virtual forest,Tech
The Health company,Organic superfoods & free personal health coaching that actually work.,AI health
TrulyMadly Matchmakers,One of the best dating Apps in India connecting singles across the country.,Dating app
TrueFan,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,Media
Fanspole,A free app that users can use to create contests and play,Gaming
Byju's,Provides online learning classes,EdTech
Avail Finance,Instant online loan app,Fintech
The Money Club,AI based chit fund cashier app,AI
Virohan,Healthcare training company,Healthcare/Edtech
OneCode,Connects new-age digital first brands with relevant sellers,Social Commerce
Verloop.io,Helps automate customer service using Artificial Intelligence,AI
Otipy,Connects consumers with farmers thorugh women resellers,Agritech/Commerce
Evage,Develop emissions-free electric commercial vehicles,Mobility tech
LEAD School,Offers an integrated system for schools by helping them digitize the entire curriculum,EdTech
Trell,Allows users to share their travel experiences,Social e-commerce
Captain Fresh,Sea food Supply chain,Food & Logistics
Teachmint,Empowers tutors with tools to deliver effective learning outcomes for students and parents,EdTech
Pixxel,Indian Earth observation startup,SpaceTech
Habbit Health,Applies modern science for healthier life through proprietary foods & digital ecosystem,Nutrition Tech
SmarterBiz,An end-to-end CX platform enabled with the gig workforce,Tech
Able Jobs,Provides end to end hiring support to companies,HR
Vieroots,Personalised lifestyle management using epigenetic science,Healthtech
Stack Finance,"It automates invesments, expenses, borrowing under a single platform",Fintech
FPL Technologies,OneScore app is built by FPL - Free credit scoring and monitoring,Fintech
Masai School,It trains tech aspirants in full stack wed and android development,EdTech
Mitron,Short Video and Social Platform,Media
Daalchini,Physical and Digital vending machines startup,IoT
Suno India,Multilingual podcast platform,Media
LendingKart,Provides working capital loans and business loans to MSMEs,Fintech
Eden Smart Homes,Develops smart home automation systems,IoT
GrayQuest,Enables parents to pay their annual education fees in up to 12 monthly installments,EdTech
BigHaat,Agri-inputs ecommerce player,Agritech
CityCash,Focusses on creating a transit led micro-payments ecosystem,Fintech
HomeLane,Provides interior designing solutions,Interior design
HungerBox,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",Foodtech
DaveAI,Sales augmentation platform with a vision to democratise AI for enterprises,AI
Eduvanz,Digital finance NBFC that provides affordable education loans,Fintech
ZipLoan,Provides loans to MSMEs,Fintech
DocSumo,Platform helps to automate and analyse financial data,AI
CUSMAT,It builds high immersion training systems for enterprises,AR/VR
Chingari,Short video platform,Media
Bolo Indya,User-generated content platform,Media
Data Sutram,Platform gathers intel from external data to provide location-based data intelligence.,AI
Wobot Intelligence,AI backed video analytics platform,AI
DrinkPrime,Subscription-based Water purifier startup,Appliance
Infeedo,An employee engagement HR analytics platform,HR tech
Probus Smart Things,Platform for monitoring distribution sub-station performance and operations,IoT
CrowdPouch,A reward-based fundraising and preselling platform,Tech
Rebel Foods,Cloud kitchen platform,Food tech
Hevo,Data pipeline startup,Tech
BigSpoon Foods,Cloud kitchen startup,Foodtech
Chingari,Homegrown short video platform,Media
ShareChat,Indian social network platform,Media
DatStop,It offers urban social space,Hospitality
IPHM Services,It helps design programs and workshops for the psychological well-being of individuals,Mental Health
Wellcure,It caters to all health and wellness needs,Healthtech
VilCart,"Retail industry in rural India through technology, supply chain, and logistics facilities.",Ecommerce
Firescore,Game development studio,Gaming
BulBul,A video and livestream led commerce platform that makes online shopping engaging,Social commerce
Toppr,It provides AI-based after school learning app for K12,Edtech
Pickright Technologies,Marketplace for stock market investors and advisors,Fintech
Muse Wearables,It sells the world’s first payment-enabled hybrid smartwatches,Tech
SATYA Microcapital,Microfinance company that offers collateral-free credit to micro enterprises,Fintech
WYN Studio,It creates video content and podcasts,Media
Fourth Partner Energy,Largest startup in the distributed solar sector,Solar Solution
Entri,Local language learning startup,Edtech
Snack Amor,Healthy snack startup,Foodtech
MPowered,Asset Management Solutions,SaaS
Leap Club,Community led professional network for women,Social e-commerce
Ather Energy,Electric scooter manufacturer,Automobile
Gigforce,Provides staffing solutions for businesses,HR tech
Vegrow,It is building an asset-light farm by partnering with small farms on a profit-sharing model,Agritech
Finn,Neobanking startup that digitises all banking transactions,Fintech
Bijnis,Provides a platform for manufacturers and retailers in digital transaction,B2B marketplace
iNurture,"It provides a conducive and healthy teaching, learning environment",Edtech
StyleDotMe,"mirrAR, helps jewellers sell jewellery with no physical inventory",Fashion Tech
Ripsey,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,Nutrition tech
ThriveFNC,Focusses on reversing chronic lifestyle disorders through functional nutrition.,Health & Wellness
Vedantu,Onine learning platform,Edtech
Procol,Commodity procurement platform,Agritech
Yumlane,Online retailer that offers a range of on-the-go hot snacking and meals,Cloud Kitchen
Crio,A learning platform for developers,Edtech
Openapp,Security solutions startup,IoT
PumPumPum,Offers leased car services,IoT/Automobile
uFony Services Pvt ltd,"School Diary, a platform that brings education to smartphones",Edtech
Protinus Fashion Networking Pvt Ltd,Owns and operates fashion commerce and retail management platform 6Degree,Fashion
Uable,Online life skills development platform for children,Edtech
ParkSmart,Parking spot reservation platform,IoT
Plum,Provides health benefits to corporates,Healthtech
IncNut Digital,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,Ecommerce
GigIndia,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,Tech
Specsmaker,Online optical chain for eye wears,Eye Wear
Piggy Ride,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities",SaaS
Chai Waale,Tea Brand,Beverage
NOTO,A brand that makes healthy icecream,Food
Cuemath,It helps students to learn math online,Edtech
Cars24,Online platform for selling used cars,Automobile
JetSynthesys,Digital entertainment and technology company,Digital tech
Earth Energy EV,Electric vehicles startup,Automobile
Green Cure,It sells herbal OTC products,Health & Wellness
Blue Sky Analytics,"It is building AI-powered infrastructure to analyse air quality, pollution etc",Data Intelligence
Edhusk,Provieds personalised learning to students by leveraging technology-driven models,Edtech
Decentro,Automated API-based platform that enables financial integrations.,Fintech
Zolostays,It offers affordable housing apartments to young professionals and students,Co-living
Frontier Markets,Women entreprenuers sells products and services to rural India,Ecommerce
Brainwired,India’s first livestock health monitoring company,Agritech
Aye Finance,A finance lender to SMEs,Fintech
Paper Boat,Ecommerce platform for beverages and snacks,Food & Beverages
Ken42,A platform that caters to evolving needs of institutions,Edtech
Forbidden Foods,Packaged snacks company,Food
Universal Sportsbiz,Indian fashion industry with on-trend products,Fashion
Gobbly,A contactless retail store filled with fruits and veggies,Retail Tech
Aerostrovilos,Manufactures micro gas turbines for power-based application,Automotive
Mitron,Short Video and Social Platform,Media
Bulk MRO,A full stack B2B platform for industrial supplies,B2B
Inspektlabs,Focuses on building computer vision products for physical asset inspections,AI
Big Bang Boom Solutions,It developed integrated intellectual properties for defense,Defense tech
Flinto,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,Edtech
Zetwerk,B2B marketplace that connects manufacturing companies for industrial equipements,Marketplace
ChitMonks,Offers enterprise private platform for chit fund firms,Fintech
Walrus,It provides banking solutions for teens and young adults,Fintech
Arth Designbuild,Construction technology and solutions provider,Construction tech
goDutch,Group Payments platform,Fintech
Rusk Media,It creates video content,Digital Media
Bold Care,Digital platform that offers sexologist consultations for  men,Health & Wellness
Samosa Party,Provides quality Indian Snacks,Food
High Street Essentials,The parent company of women's fashion brands FabAlley and Indya,Ecommerce
Byju's,Provides online learning classes,Edtech
Slice,A financial platform for youngsters,Fintech
Bombay Play,It designs and creates online multiplayer games,Gaming
Fullife,It sells sports nutrition supplements through a brand called Fast&Up,Healthtech
Oziva,Clean Label Active Nutrition Brand,Nutrition
Aye Finance,A finance lender to SMEs,Fintech
Aether Biomedical,"Medical robotics startup, focussed on developing rehabilitation devices",Medtech
91springboard,It offers collaborative workspace with varied amenities,Coworking
Yulu,The electric and scooter rental startup,Micro-mobiity
Milkbasket,Hyperlocal delivery service startup,Logistics
MergerDomo,Global online corporate deal sourcing and consulting marketplace,Marketplace
GoMechanic,Find automobile repair and maintenance service providers,Auto-tech
Milk Mantra,Produces Dairy Products,Food
Myglamm,On-demand beauty services provider,Beauty
Drishti Technologies,"AI-based video analytics, data, and insights bring benefits to manufacturers",AI
Instasolv,It is a doubt-solving app for students from Class 6 to 12,Edtech
GoldenPi,An online aggregator of bonds and debentures available in the secondary market,Fintech
Peppermint,Industrial robotics startup,Robotics
Sarva,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Yoga & wellness
Jai Kisan,A platform that caters the need of customers in rural areas,Fintech
Agro2o,It develops products focused on making hydroponics-based farming,Agritech
LetsTransport,Offers techno logistics solutions,Logitech
GabbarDeals,Online-to-Offline platforms for mobile phones & accessories,Ecommerce
Crimson Healthcare,It innovates cutting edge solutions for various problems in the healthcare system,Med Tech
Biomoneta,It develops germicidal technologies,Life sciences
Edvizo,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",Edtech
Servify,Operates device management and support platform,SaaS
Drum Food,It runs yoghurt brand Epigamia,Food
Innoviti,Digital payments solutions company,SaaS
Jiffy ai,Enterprise automation startup,AI
Postman,API development platform startup,Tech
F5,It provides opportunities for its partner vendors to upsell and cross-sell their products.,Retail Aggregator
Waycool,Food development and distribution services,Agritech
Myelin Foundry,"It builds AI based algorithms on video, voice and sensor",Deep Tech AI
Ameliorate Biotech,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.",Biotech
Hapramp,Startup working on technologies like blockchain and social media,Blockchain
MyKaam,Online job searching and recruiting platform,HrTech
HealthPlix,It provides clinical software for doctors,Healthtech
YoloBus,Intercity bus service startup,Mobility/Transport
iNurture Education,"It provides a conducive and healthy teaching, learning environment",Edtech
Pocket52,An online poker playing platform,Gaming
QuaQua,Virtual travel guide platform,Travel
Crofarm,Supply chain that supports farmers and provides businesses with freshest produce,Agritech
Timios,Provides healthy snacks for kids,Foodtech
Wooden Street,It enables to order custom furniture online,Ecommerce
BankBazaar,Online marketplace that gives customers instant customised offers on loans and credit cards,Fintech
Rentmojo,"Rental platform for furniture, appliances & electronics",Rental
Credgencies,Tech-enabled platform for resolution of non-performing assets,AI & Debt
Knorish,All-in-one knowledge commerce SaaS platform,SaaS/Edtech
LetsTransport,Offers techno logistics solutions,Logitech
Vahak,It enables logistic companies to conncet with transporters,Transport
Nutrova,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",Nutrition
Cube Wealth,A digital wealth management services,SaaS
IVF Access,It provdes IVF treatments,Healthtech
Hoi Foods,Quality food solution,Foodtech
Ola Financial Services,It operates Ola Money,Fintech
Awifs,Provides office space solutions,Co-working
Dunzo,India-based hyperlocal delivery startup,Logistics
Swiflearn,Learning platform for K-10 students looking for personalised learning,Edtech
Remedo,The platform connects doctors with patients,Healthtech
Blowhorn,Tech platform that connects logistics service seekers with mini-truck drivers,Logistics
Toch,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos",AI
Gram Cover,It provides insurance products in rural areas,Insurtech
Coin DCX,Hybrid crypto exchange platform,Cryptocurrency
HomeCapital,Home Down Payment Assistance Program,Fintech
Euler Motors,Startup focusses on electric vehicles,Automotive tech
Riskcovry,Offers various insurance products,Insurtech
NWNT (No Worry No Tension Healthcare),Mental healthtech startup,Healthtech
Voicezen,Conversational AI startup,AI
Credit Mantri,Offers free credit score and a detailed credit analysis report,Fintech
Xtracap,"Offers online payment solution,schemes, order management, insurance etc.,",Fintech
Tring,Celebrity engagement platform,Media
Vakilsearch,"Online platform for legal, tax and compliance services",Legal
Khatabook,It helps SMEs to maintain their accounts and ledger online.,Fintech
LendingKart,Provides working capital loans and business loans to MSMEs,Fintech
Illumnus,Offers Collaborative learning management system for educational institutions,Edtech
LetsTransport,Offers techno logistics solutions,Logitech
Eggoz,"Provides technology backed, deep integration services to egg farmers",Agritech
Winuall,It helps coaching institutes in digitization,Edtech
Indian School Finance Company,NBFC that provides funding to education system,Fintech
DeepTek,AI enabled radiology platform,Healthtech
Stepathlon Lifestyle,It organises corporate wellness programs,Fitness
Sindhuja Microcredit,It provides financial services to self employed women entrepreneurs,Fintech
Rentmojo,"Rental platform for furniture, appliances & electronics",Rental
Tesco Charge Zone,Operates electric vehicle charging zone,EV
Intello Labs,Standardisation and Quality control of fruits & vegetables,"Supply chain, Agritech"
SirionLabs,"Provides procurement, outsourcing services & contract management software",SaaS
GroCurv,"It offers a wide range of business related services like Branding, marketing, sales etc.,",B2B
Refrens,"Offers a free invoicing, payments and expense management system",SaaS
Shiprocket,Tech enabled logistics aggregator,Logitech
Spyne,Helps online businesses with visual content,AI
Nykaa,Deals in cosmetic and wellness products,Ecommerce
Docsapp,Online doctor consultation app,Healthtech
Phable,"It creates an engagement loop between doctors, hospitals, and patients via its app",Healthtech
Generic Aadhaar,It provides a platform for entrepreneurs to access generic  medicine at low cost,Pharma
Nium,Open global money platform,Fintech
Mintoak,Merchant payment solutions startup,Fintech
VestSpace,It builds small satellite paltforms,Spacetech
Blackbuck,Provides trucking services,Logistics
Vernacular ai,It offers Multiligual AI platform,AI
Clover,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,Agritech
Varthana,Offers secured and unsecured loans,Fintech
Codeninja,AI-powered 'no-code' platform which can generate application development code,SaaS
MetaMerphoSys,Digital insurance platform for businesses,Insurance technology
Rooter,Live sports engagement platform,Gaming
Aker Foods,Ai driven supply chain platform,Foodtech & Logistics
Sascan Meditech pvt ltd,They are developing technology that can detect early cancerous cells,Healthtech
DailyHunt,News aggregator,Media
Pratilipi,A digital platform that connects readers and writers in various languages,Media
Biryani By Kilo,Online paltform to order biryani,Food
Consure Medical,"Novel platform technologies to manage, diagnose, and treat various GI disorders",Healthtech
Tessol,It provides end to end cold chain logistics solutions,Logistics
Remedo,"It helps doctors engage with patients, improve patient experience",Healthtech
News Reach,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",Media
RoomSoom,It provides co-living and student rooms,Housing
Pedagogy,It has a single subscription model that allows users to access books and digital courses.,Edtech
Classplus,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",Edtech
Medlife,It solves inadequacies in the healthcare delivery system through technology,Pharmaceutical
Qin1,It is alearning platform for kids in the age group 5 to 14 yrs,Edtech
MYSUN,Platform for rooftop solar energy solutions,Tech
ShopX,B2B retail operating system,Ecommerce
Sarva,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Yoga & wellness
Expertrons,AI video bot platform for career hacks,AI
NewsBytes,News portal,Digital Media
NIRA,It offers access and credit to working Indians,Fintech
Convosight,It helps business gain insights from its community on Facebook groups,Data Analytics
Fittr,Fitness Social Network & Consultation Platform,Fitness
AsknBid,It builds algorithmic investing-based tech products,Investment Tech
Bira91,Craft beer maker,Beverage
Finaureus Technologies,Provides investment management solutions,Fintech
Daily Ninja,Online Milk Delivery startup,Ecommerce
Guvi Geek Network Pvt Ltd,Operates vernacular-language based education,Edtech
LoadShare,Provides technology based solutions to SMEs in logistics,Logistics
Vedantu,Onine learning platform,Edtech
Indusface,It provides IT security solutions,IT
DMI Group,Pan-India Credit providing platform,Financial Services
Spintly,It is a wireless cloud-based access control system,IoT
